Waktu,Pendapatan Perpajakan,Pendapatan Penerimaan Negara Bukan Perpajakan,Jumlah Pendapatan,Belanja Pegawai.Belanja Barang,Belanja Modal,Jumlah Belanja;;;;;;;
31/03/2016,168179018631466,3500236018014,171679254649480,3900769299608,2213954968655,42121911717,42121911717;;;;;;;
30/06/2016,850171655927314,1131559114318,851303215041632,15736110924125,8878798850484,6588469980171,15765079449089;;;;;;;
30/09/2016,871301950204899,9631650624112,905695602369238,12822136755309,413215283330860,485086742797,26522506828966;;;;;;;
31/12/2016,1284775032407830,14491114408437,1299266146816260,15337291886029,22563997513629,1333469503640,39234758903298;;;;;;;
31/03/2017,237875897072462,4015157363960,241891054436422,3823871694851,4163848239639,33503438409,8021223372899;;;;;;;
30/06/2017,571852016609924,8103955336752,579955971946676,7609475676195,10697224227135,174331693073,18481031596403;;;;;;;
30/09/2017,876445556769166,12859604754557,889305161523723,12440953663119,13987127732358,331877918469,26759959313946;;;;;;;
30/09/2017,1343529642786440,18509601937930,1362039244724370,17284051723036,21960137442737,1140714461133,40384903626906;;;;;;;
"31/03/2018,655357798759060,7713509023684,663071307782744,	4590950781696,	3711293126457,	39110361153,8341354269306";;;;;;;
"30/06/2018,655357798759060,7713509023684,663071307782744,	10929133947540,7961531506505,180859978458,19071525432503";;;;;;;
30/09/2018,989103570805920,14900826425527,144397231447,17090331212638,11906991706061,524967823206,29522290741905;;;;;;;
31/12/2018,1518791948865510,20922021200780,1539713970066290,20361276169469,17744369417285,1794822501911,39900468088665;;;;;;;
31/03/2019,281215183536699,2187424719298,283402608255997,5330139351616,1823034757978,81815782324,7234989891918;;;;;;;
"30/06/2019,693317932195970,5015289705949,698333221901919,	13332360295421,4397203266288,237688142233,17967251703942";;;;;;;
30/09/2019,1022749082975010,7641587249163,1030390670224170,18053570440945,8897344041894,504974406728,27455888889567;;;;;;;
31/12/2019,1546134751863720,10654221871705,1556788973735420,21460995199786,16605824448271,1479233420342,39546053068399;;;;;;;
31/03/2020,279767445573939,5438126334760,285205571908699,6802311830306,2100055362650,193781550456,9096148743412;;;;;;;
30/06/2020,625070741625132,11982840393051,637053582018183,11673739115073,12988208632392,467289686902,25129237434367;;;;;;;
30/09/2020,884070717157129,18836802107037,902907519264166,16514964569534,24193563693596,933636328692,41642164591822;;;;;;;
31/12/2020,1285145990250180,30109247628431,1315255237878610,19940855982585,40438804106968,1658344217020,62083004306573;;;;;;;
31/03/2021,289590294013531,16292277262462,305882571275993,6922871913429,5715186839166,95742844886,12733801597481;;;;;;;
30/06/2021,680035671462587,42869761953305,722905433415892,12233293831985,26189683804147,501844780729,38924822416861;;;;;;;
30/09/2021,1033207548051540,62310225228765,1095517773280300,16871152755967,42210467990707,943737657159,60025358403833;;;;;;;
31/12/2021,1547867678893420,80653486040881,1628521164934300,20378998250074,64805234928192,2266372413991,87450605592257;;;;;;;
31/03/2022,401548708936239,10734121442988,412282830379227,7096660807610,6976534106516,64721724929,14137916639055;;;;;;;
30/06/2022,1050116300634910,30140400182945,1080256700817850,12825776695829,10170987061870,230679213539,23227442971238;;;;;;;
30/09/2022,1542736509659920,37198464155111,1579934973815030,18381510575352,36118540846572,575520545058,55075571966982;;;;;;;
31/12/2022,2034542206683570,46309438842813,2080851645526380,21966323841851,51566852762935,2368472201603,75901648806389;;;;;;;
31/03/2023,501362162101543,10148186098629,511510348200172,4636351432582,2379068933383,123444260066,7138864626031;;;;;;;
30/06/2023,1105732550577070,20503425833012,1126235976410080,12587926593493,10245133914059,465172685844,23298233193396;;;;;;;
31/09/2023,1583334079017420,34176574690504,1617510653707930,17332833538314,14849992039889,798842244404,329816678226070;;;;;;;
31/12/2023,2154208219436820,50447537740699,2204655757177510,22093453641686,42105592094675,2031423471846,66230469208207;;;;;;;
31/03/2024,473094789347530,6764836390663,479859625738193,7346313055981,4515252604197,195138363510,12056704023688;;;;;;;
30/06/2024,1028083172797650,17609084335412,1045692257133060,14098804471284,14452092541745,672765074433,29223662087462;;;;;;;
